Orthogroup	source	in_orthofinder_single_copy_list	Castanea_mollissima	Cunninghamia_lanceolata_CULA	Liquidambar_formosana	Liriodendron_chinense	Picea_abies	Quercus_suber	Vitis_vinifera
OG0012727	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G054000	CULA09G01410	L1049_000441	Lchi25777	MA_128155g0010	XP_023929272.2	XP_002281410.1
OG0012728	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G056100	CULA04G31830	L1049_001388	Lchi17371	MA_74360g0010	XP_065628419.1	XP_002284509.1
OG0012729	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G057400	CULA02G66440	L1049_013724	Lchi05193	MA_287417g0010	XP_065636795.1	XP_002267174.1
OG0012730	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G059700	CULA05G29050	L1049_001374	Lchi13422	MA_10432513g0010	XP_023919144.1	XP_002284643.3
OG0012731	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G061800	CULA06G53670	L1049_000613	Lchi06209	MA_14692g0010	XP_065619636.1	XP_002270029.1
OG0012732	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G068100	CULA09G25040	L1049_000227	Lchi18021	MA_10277514g0010	XP_065625041.1	XP_002285056.1
OG0012733	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G068500	CULASca60250.1	L1049_003387	Lchi18206	MA_127668g0010	XP_065618805.1	XP_002285093.1
OG0012737	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G071400	CULA02G37390	L1049_000685	Lchi09893	MA_837813g0010	XP_023901576.1	XP_002282834.1
OG0012739	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G073500	CULA04G61370	L1049_001489	Lchi08494	MA_10436755g0010	XP_065633582.1	XP_002285254.1
OG0012740	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G074000	CULA04G55090	L1049_000499	Lchi08491	MA_95828g0010	XP_023894269.2	XP_002282870.1
OG0012741	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G077800	CULASca29090.1	L1049_000682	Lchi11638	MA_5849416g0010	XP_023889892.1	XP_002283120.2
OG0012742	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G083400	CULA01G82490	L1049_023742	Lchi07163	MA_5853g0010	XP_023916965.1	XP_002272703.1
OG0012744	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G085300	CULA02G46670	L1049_023972	Lchi07134	MA_92498g0010	XP_023887861.1	XP_010657194.1
OG0012746	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G090700	CULA05G20860	L1049_024202	Lchi01176	MA_10432417g0010	XP_023900132.1	XP_002271026.1
OG0012747	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G090900	CULA01G86900	L1049_024006	Lchi10850	MA_10435358g0010	XP_023900131.1	XP_002273465.1
OG0012748	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G091400	CULA05G02870	L1049_024943	Lchi29960	MA_13998g0010	XP_065629486.1	XP_002273297.1
OG0012750	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G098000	CULA01G04780	L1049_024834	Lchi12927	MA_45379g0010	XP_023916184.1	XP_002273999.2
OG0012752	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G118200	CULA03G68990	L1049_025148	Lchi08512	MA_2692g0010	XP_023903549.2	XP_002277888.1
OG0012753	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G126900	CULA01G00370	L1049_012879	Lchi01697	MA_10433730g0010	XP_023883571.2	XP_002262834.2
OG0012754	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G127400	CULA05G36510	L1049_012223	Lchi07277	MA_6432367g0010	XP_065617524.1	XP_002266989.1
OG0012755	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G127700	CULA05G36490	L1049_011318	Lchi07279	MA_80455g0010	XP_023893116.1	XP_002267177.1
OG0012756	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G128200	CULA02G33970	L1049_011915	Lchi07299	MA_206524g0010	XP_023893095.1	XP_002270952.1
OG0012757	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G130400	CULA04G57430	L1049_011644	Lchi07717	MA_502949g0010	XP_023907747.1	XP_002280158.1
OG0012758	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G131100	CULA01G55780	L1049_012316	Lchi07387	MA_55006g0010	XP_023907748.1	XP_002279538.1
OG0012762	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G147500	CULA08G02850	L1049_011536	Lchi04324	MA_74653g0010	XP_023888243.2	XP_019080117.1
OG0012764	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G160300	CULA07G02380	L1049_011384	Lchi22872	MA_949198g0010	XP_023904771.1	XP_002283725.1
OG0012766	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G163300	CULA08G14910	L1049_010943	Lchi18957	MA_10432250g0010	XP_065628063.1	XP_002278627.2
OG0012767	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G164000	CULA08G23610	L1049_011162	Lchi24338	MA_20259g0010	XP_023884230.1	XP_002283841.1
OG0012768	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G165100	CULA07G30900	L1049_011959	Lchi21737	MA_10434310g0010	XP_023884210.1	XP_002279262.1
OG0012769	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G173200	CULA02G15830	L1049_011686	Lchi26213	MA_10427324g0010	XP_023904026.1	XP_002275667.3
OG0012770	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G174500	CULA08G19740	L1049_012008	Lchi26222	MA_483364g0010	XP_023905758.1	XP_002281167.1
OG0012775	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G187700	CULA07G27870	L1049_011723	Lchi17266	MA_205222g0010	XP_065635043.1	XP_002269222.1
OG0012778	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G200700	CULA08G30350	L1049_018920	Lchi13081	MA_15119g0010	XP_023928498.1	XP_010661598.1
OG0012780	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G204000	CULA10G18700	L1049_018298	Lchi11953	MA_139811g0010	XP_023913811.1	XP_002274443.1
OG0012784	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G215800	CULA06G34580	L1049_025437	Lchi14217	MA_10431835g0010	XP_023926890.1	XP_002270273.1
OG0012786	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G224800	CULA10G42270	L1049_013578	Lchi05000	MA_10427059g0010	XP_023924101.1	XP_002265908.1
OG0012788	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G229800	CULA07G52880	L1049_023707	Lchi09129	MA_163154g0020	XP_023924788.2	XP_002283386.1
OG0012789	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G235100	CULA09G25400	L1049_023643	Lchi18024	MA_10177821g0020	XP_023877681.1	XP_002279871.1
OG0012796	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G016700	CULA05G07140	L1049_023147	Lchi02617	MA_10431584g0010	XP_065634045.1	XP_002277240.1
OG0012797	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G018600	CULA11G35240	L1049_002513	Lchi14417	MA_138148g0010	XP_023882909.1	XP_002272414.3
OG0012800	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G025200	CULA05G25590	L1049_021730	Lchi11515	MA_20138g0010	XP_065620356.1	XP_010656063.1
OG0012806	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G048200	CULA08G32070	L1049_009638	Lchi24717	MA_10427831g0010	XP_023874359.2	XP_002276440.3
OG0012808	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G054500	CULA01G03080	L1049_015658	Lchi02184	MA_25773g0010	XP_023929846.1	XP_002271347.1
OG0012810	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G058000	CULA03G03280	L1049_003248	Lchi14033	MA_99688g0010	XP_023879943.1	XP_002266648.2
OG0012812	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G072900	CULA01G58920	L1049_015005	Lchi13021	MA_126568g0010	XP_023878034.2	XP_002268313.1
OG0012813	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G087000	CULA01G59530	L1049_014784	Lchi13892	MA_6168g0010	XP_023914898.1	XP_002267727.1
OG0012814	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G090000	CULA10G42730	L1049_014930	Lchi30889	MA_10435712g0010	XP_023905170.1	XP_002271696.1
OG0012816	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G093200	CULA02G24860	L1049_014592	Lchi15946	MA_8610718g0010	XP_023903330.2	XP_019074684.1
OG0012817	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G108400	CULA11G00320	L1049_015218	Lchi08968	MA_26026g0010	XP_023904618.1	XP_002284886.1
OG0012818	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G111200	CULA07G22760	L1049_014430	Lchi13981	MA_10735g0010	XP_065631373.1	XP_002284741.1
OG0012819	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G113900	CULA06G50480	L1049_014840	Lchi23627	MA_10432416g0010	XP_023928795.1	XP_002281086.1
OG0012822	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G122900	CULA06G02280	L1049_015276	Lchi24274	MA_30192g0010	XP_023912998.2	XP_019074377.1
OG0012824	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G126700	CULA07G22880	L1049_014500	Lchi02747	MA_10434231g0010	XP_023915490.1	XP_002274534.1
OG0012825	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G130400	CULA04G39880	L1049_015695	Lchi29168	MA_9346021g0010	XP_023884370.1	XP_002268617.1
OG0012831	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G155800	CULA07G14620	L1049_015238	Lchi23597	MA_845170g0010	XP_065618277.1	XP_002282206.1
OG0012833	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G164900	CULA08G46420	L1049_014823	Lchi11284	MA_10427407g0010	XP_023921676.1	XP_002283038.1
OG0012834	one_per_species_in_Orthogroups	yes	CmMahoganyH2.07G168200	CULA06G52010	L1049_015135	Lchi17958	MA_10436596g0010	XP_023890797.2	NP_001267910.1
OG0012836	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G005900	CULA01G82780	L1049_019327	Lchi30801	MA_3403026g0010	XP_023900711.1	XP_002278780.1
OG0012838	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G010700	CULA07G49240	L1049_005860	Lchi08777	MA_104746g0010	XP_023872256.1	XP_002281668.1
OG0012840	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G014400	CULA07G30090	L1049_005926	Lchi15692	MA_648g0010	XP_023921940.1	XP_002279311.2
OG0012844	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G033400	CULA10G21910	L1049_013210	Lchi28612	MA_10426806g0010	XP_023876236.2	XP_002284705.2
OG0012846	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G037000	CULA01G46920	L1049_013953	Lchi23410	MA_10031662g0010	XP_065629460.1	XP_010651069.1
OG0012851	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G051800	CULA08G13780	L1049_013418	Lchi12843	MA_806g0020	XP_023924705.2	XP_019076105.1
OG0012854	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G070100	CULA11G09140	L1049_013228	Lchi07395	MA_110556g0010	XP_023912615.1	XP_002268576.1
OG0012856	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G077200	CULA09G11220	L1049_014081	Lchi19390	MA_25177g0010	XP_023921505.1	XP_010651140.1
OG0012857	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G080100	CULA04G38350	L1049_013421	Lchi30881	MA_10432986g0010	XP_023923868.1	XP_002285095.1
OG0012858	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G080800	CULA10G05910	L1049_013980	Lchi05370	MA_88006g0010	XP_065616736.1	XP_002285130.1
OG0012859	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G081200	CULA10G02600	L1049_013556	Lchi08142	MA_876698g0010	XP_023926867.1	XP_002285144.1
OG0012860	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G081900	CULA07G21530	L1049_013883	Lchi19008	MA_87729g0010	XP_065616334.1	XP_002285170.1
OG0012864	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G102300	CULA11G32650	L1049_019164	Lchi20371	MA_99242g0010	XP_023928221.1	XP_002280404.1
OG0012865	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G103300	CULA03G30920	L1049_018472	Lchi08084	MA_8503g0010	XP_023928213.1	XP_010651534.1
OG0012866	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G105000	CULA05G28270	L1049_013782	Lchi13087	MA_10435902g0010	XP_023886403.2	XP_002265210.1
OG0012867	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G111200	CULA07G03210	L1049_013501	Lchi15477	MA_8767694g0010	XP_023875978.1	XP_002274311.1
OG0012868	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G111600	CULA07G04890	L1049_012994	Lchi20532	MA_10436339g0010	XP_023875997.2	XP_002274210.1
OG0012871	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G115100	CULA10G27820	L1049_013214	Lchi21837	MA_100758g0010	XP_023908363.1	XP_002270388.1
OG0012872	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G116200	CULA05G54720	L1049_013390	Lchi31435	MA_10427295g0010	XP_023890907.1	XP_002270926.1
OG0012873	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G118900	CULA05G32470	L1049_013368	Lchi17428	MA_88369g0010	XP_065634458.1	XP_002269920.2
OG0012875	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G131700	CULA01G40970	L1049_019172	Lchi31267	MA_59883g0010	XP_023927302.1	XP_002285744.1
OG0012876	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G137600	CULA06G29820	L1049_019219	Lchi06245	MA_10428618g0010	XP_023903428.1	XP_002285621.1
OG0012877	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G138200	CULA03G74980	L1049_018675	Lchi19167	MA_10427857g0010	XP_023903448.2	XP_019076177.1
OG0012880	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G143700	CULA10G17910	L1049_018051	Lchi05721	MA_404300g0010	XP_023874873.1	XP_010651351.1
OG0012883	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G157400	CULA10G20370	L1049_018822	Lchi22408	MA_10430192g0020	XP_023922355.1	XP_002285411.1
OG0012887	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G175500	CULA08G48200	L1049_006873	Lchi16332	MA_10432507g0010	XP_065631703.1	XP_002284469.1
OG0012888	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G180400	CULA01G59690	L1049_021982	Lchi01549	MA_8968397g0010	XP_023929556.1	XP_002269816.1
OG0012889	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G181200	CULA01G14380	L1049_022691	Lchi01558	MA_925722g0010	XP_023894083.1	XP_002271306.1
OG0012893	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G025200	CULA09G25620	L1049_007527	Lchi08184	MA_320479g0010	XP_023924938.1	XP_002281642.1
OG0012894	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G027200	CULA07G02580	L1049_009122	Lchi14460	MA_10434537g0010	XP_023900810.1	XP_002281908.2
OG0012898	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G032800	CULA07G25290	L1049_009285	Lchi20421	MA_196874g0010	XP_023925819.1	XP_002269130.1
OG0012900	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G041600	CULA07G07410	L1049_008941	Lchi10420	MA_6787038g0010	XP_023879546.1	XP_002264435.1
OG0012903	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G045500	CULA09G14990	L1049_008571	Lchi29930	MA_10431194g0010	XP_023894767.1	XP_002283448.1
OG0012906	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G055700	CULA09G16640	L1049_008256	Lchi22467	MA_10043134g0010	XP_065636082.1	XP_002282010.2
OG0012907	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G061100	CULA05G33570	L1049_014106	Lchi16829	MA_8350g0010	XP_023886518.2	XP_002266103.2
OG0012909	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G064000	CULA03G73720	L1049_008093	Lchi19174	MA_95771g0010	XP_023919928.2	XP_002274655.1
OG0012910	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G067100	CULA08G00160	L1049_009025	Lchi15884	MA_10431240g0010	XP_023906766.1	XP_002277594.1
OG0012911	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G067200	CULA08G23910	L1049_008122	Lchi15883	MA_34573g0010	XP_023906791.1	XP_002277660.1
OG0012912	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G073200	CULA01G16170	L1049_007632	Lchi10633	MA_69689g0010	XP_065619278.1	XP_010654154.1
OG0012913	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G076000	CULA04G62780	L1049_008537	Lchi29903	MA_10426376g0010	XP_023893464.1	XP_002263823.1
OG0012915	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G079500	CULA06G13720	L1049_007786	Lchi28174	MA_194736g0010	XP_023919929.1	XP_002271217.1
OG0012917	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G090200	CULA03G01070	L1049_009035	Lchi07783	MA_61260g0010	XP_023923306.2	XP_002268056.2
OG0012921	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G106400	CULA09G19160	L1049_009406	Lchi18297	MA_10436153g0010	XP_023900682.2	XP_002264531.1
OG0012923	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G120000	CULA02G10300	L1049_007450	Lchi06226	MA_29076g0010	XP_023919052.1	XP_002275225.2
OG0012924	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G121100	CULA06G32870	L1049_007748	Lchi06840	MA_87543g0010	XP_023907336.1	XP_002282707.1
OG0012928	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G127200	CULA03G71320	L1049_009231	Lchi20228	MA_867493g0010	XP_065633161.1	XP_003632714.1
OG0012929	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G128300	CULA06G56120	L1049_008330	Lchi12029	MA_10187020g0010	XP_023889257.1	XP_002276836.3
OG0012930	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G128600	CULA06G50790	L1049_008617	Lchi00646	MA_10006126g0010	XP_065637856.1	XP_002276799.1
OG0012931	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G132500	CULA05G10880	L1049_008103	Lchi19924	MA_13984g0020	XP_065636441.1	XP_002269768.2
OG0012933	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G145200	CULA01G76320	L1049_009466	Lchi23896	MA_478623g0010	XP_023892425.1	XP_019076972.1
OG0012935	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G150200	CULA08G36010	L1049_007661	Lchi26515	MA_10434442g0010	XP_023914943.2	XP_010653973.1
OG0012936	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G152900	CULA03G20110	L1049_008199	Lchi30543	MA_962052g0010	XP_065621550.1	XP_002273524.1
OG0012938	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G158900	CULA07G55680	L1049_013716	Lchi05209	MA_10427387g0010	XP_065639069.1	XP_010661810.1
OG0012939	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G173500	CULA03G28160	L1049_007680	Lchi32968	MA_108278g0010	XP_023922908.1	NP_001268078.1
OG0012940	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G174400	CULA06G31560	L1049_008813	Lchi12073	MA_141733g0010	XP_023916320.1	XP_002283838.1
OG0012941	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G001000	CULA11G29690	L1049_023095	Lchi08352	MA_7867764g0010	XP_023905318.1	XP_002274688.1
OG0012943	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G002200	CULA08G48390	L1049_022743	Lchi08363	MA_25488g0010	XP_065634628.1	XP_019080543.1
OG0012947	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G019700	CULA09G37330	L1049_006619	Lchi14673	MA_58673g0010	XP_023880985.1	XP_019075040.1
OG0012948	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G020100	CULA11G23440	L1049_022505	Lchi01223	MA_10433169g0010	XP_023923538.1	XP_010663311.1
OG0012952	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G026000	CULA06G44860	L1049_027149	Lchi05942	MA_79205g0010	XP_023893482.1	XP_002280752.1
OG0012957	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G031500	CULA04G44520	L1049_027169	Lchi19226	MA_21657g0010	XP_065619195.1	XP_002279644.2
OG0012958	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G032000	CULA11G27780	L1049_027207	Lchi19229	MA_118288g0010	XP_023912170.1	XP_002282850.1
OG0012959	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G035900	CULA03G76580	L1049_022670	Lchi19268	MA_14497g0010	XP_023873255.1	NP_001268081.1
OG0012961	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G037200	CULA11G30890	L1049_014025	Lchi04205	MA_89401g0010	XP_065630805.1	XP_002282298.1
OG0012963	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G038100	CULA09G42630	L1049_023163	Lchi01399	MA_944918g0010	XP_023924856.1	XP_002273584.1
OG0012964	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G042500	CULA07G34560	L1049_022414	Lchi06051	MA_30073g0010	XP_023916462.2	XP_003635126.1
OG0012965	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G043800	CULA07G02670	L1049_022753	Lchi01475	MA_10268104g0010	XP_065631884.1	XP_002269360.1
OG0012966	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G044200	CULA11G19770	L1049_022188	Lchi01478	MA_10433567g0010	XP_065636215.1	XP_002270066.1
OG0012967	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G044400	CULA10G35870	L1049_022499	Lchi01481	MA_450713g0010	XP_065631124.1	XP_002266460.2
OG0012970	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G049300	CULA01G78410	L1049_006916	Lchi23486	MA_10431292g0020	XP_023873662.1	XP_003635686.2
OG0012971	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G050900	CULA08G45380	L1049_012433	Lchi17555	MA_10430778g0010	XP_065637853.1	XP_002267811.1
OG0012973	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G053100	CULA06G28670	L1049_006475	Lchi04863	MA_1048g0020	XP_023927241.1	XP_002266380.1
OG0012975	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G058800	CULA09G39470	L1049_005750	Lchi04936	MA_10430078g0010	XP_065625321.1	XP_002282656.1
OG0012977	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G066500	CULA07G35160	L1049_003830	Lchi00136	MA_10434422g0010	XP_023927308.1	XP_002278510.1
OG0012980	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G075300	CULA08G19160	L1049_004051	Lchi12039	MA_256353g0010	XP_023902204.1	XP_002272980.1
OG0012981	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G075500	CULA06G38420	L1049_004251	Lchi12045	MA_99741g0010	XP_065621105.1	XP_010651968.1
OG0012982	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G075700	CULA06G32750	L1049_005059	Lchi00625	MA_3551g0010	XP_023888556.1	XP_002278246.1
OG0012983	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G077200	CULA10G19000	L1049_004159	Lchi19755	MA_307070g0010	XP_023872838.1	XP_002275066.1
OG0012986	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G078100	CULA11G25710	L1049_005451	Lchi17302	MA_135045g0010	XP_023872850.1	XP_002272463.2
OG0012988	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G085700	CULA05G31490	L1049_004374	Lchi14526	MA_10429234g0010	XP_023903405.1	XP_002270390.1
OG0012992	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G098200	CULA01G13130	L1049_018389	Lchi17477	MA_1985g0010	XP_065622894.1	XP_002284484.1
OG0012993	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G100700	CULA09G45370	L1049_019185	Lchi00991	MA_10318227g0010	XP_023903479.1	XP_019074718.1
OG0012994	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G101100	CULA09G45020	L1049_018805	Lchi00984	MA_7575400g0010	XP_023903487.1	XP_002284059.1
OG0012995	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G101700	CULA09G35690	L1049_018479	Lchi08873	MA_10433607g0010	XP_023914117.2	XP_002284012.1
OG0012998	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G106800	CULA03G75380	L1049_003818	Lchi04565	MA_10427501g0010	XP_023894615.2	XP_010649587.1
OG0012999	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G108200	CULA05G19170	L1049_005342	Lchi00315	MA_107548g0010	XP_023921445.1	XP_010652194.1
OG0013000	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G108700	CULA10G05710	L1049_019108	Lchi04590	MA_10435990g0010	XP_065636194.1	XP_002268380.1
OG0013002	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G113300	CULA01G72980	L1049_004778	Lchi00345	MA_10429244g0010	XP_023884123.1	XP_002264804.1
OG0013004	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G118500	CULA10G24100	L1049_013035	Lchi08683	MA_10429393g0010	XP_023886324.2	XP_010648467.1
OG0013006	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G125900	CULA09G35750	L1049_001397	Lchi10759	MA_24099g0010	XP_065623482.1	XP_010656785.1
OG0013007	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G126100	CULA07G27440	L1049_005967	Lchi24158	MA_10434151g0010	XP_065623478.1	XP_002279641.1
OG0013009	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G140600	CULA08G42790	L1049_025562	Lchi03011	MA_10434812g0010	XP_023912102.1	XP_010664280.1
OG0013010	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G141600	CULA03G26840	L1049_026225	Lchi03030	MA_10434506g0010	XP_023904545.1	XP_010664299.1
OG0013013	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G167600	CULA06G49950	L1049_026915	Lchi20006	MA_232471g0010	XP_023892367.1	XP_010652377.1
OG0013016	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G180700	CULA03G36490	L1049_004021	Lchi13354	MA_7932540g0010	XP_065621549.1	XP_002281875.1
OG0013017	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G181700	CULA07G09610	L1049_003673	Lchi13365	MA_179388g0010	XP_023924175.2	XP_002275636.1
OG0013020	one_per_species_in_Orthogroups	no	CmMahoganyH2.11G008200	CULA06G45430	L1049_005511	Lchi21265	MA_10437275g0010	XP_065622946.1	XP_010645098.1
OG0013022	one_per_species_in_Orthogroups	no	CmMahoganyH2.11G031900	CULA10G09030	L1049_022875	Lchi21053	MA_74177g0010	XP_065632944.1	XP_002266045.2
OG0013023	one_per_species_in_Orthogroups	no	CmMahoganyH2.11G034600	CULA10G01750	L1049_022809	Lchi11176	MA_519118g0010	XP_023915893.1	XP_002271727.1
OG0013026	one_per_species_in_Orthogroups	yes	CmMahoganyH2.11G053200	CULA07G51930	L1049_027393	Lchi32173	MA_815900g0010	XP_023924768.1	XP_002273201.1
OG0013029	one_per_species_in_Orthogroups	yes	CmMahoganyH2.11G061000	CULA01G36500	L1049_014091	Lchi08611	MA_10431963g0010	XP_023876942.1	XP_002263519.1
