Orthogroup	C_lanceolata_gene	P_abies_gene	C_lanceolata_orthofinder_id	P_abies_orthofinder_id
OG0010544	CULA09G26150	MA_121161g0010	Cula__CULA09G26150	Pa__MA_121161g0010
OG0010546	CULA02G71460	MA_6867498g0010	Cula__CULA02G71460	Pa__MA_6867498g0010
OG0010547	CULA09G32520	MA_90341g0010	Cula__CULA09G32520	Pa__MA_90341g0010
OG0010552	CULA08G03300	MA_10435761g0010	Cula__CULA08G03300	Pa__MA_10435761g0010
OG0010556	CULA10G23650	MA_102312g0010	Cula__CULA10G23650	Pa__MA_102312g0010
OG0010560	CULA03G36890	MA_90063g0010	Cula__CULA03G36890	Pa__MA_90063g0010
OG0010561	CULA04G64670	MA_134224g0010	Cula__CULA04G64670	Pa__MA_134224g0010
OG0010562	CULA03G24660	MA_10426989g0010	Cula__CULA03G24660	Pa__MA_10426989g0010
OG0010573	CULA09G30380	MA_10431162g0010	Cula__CULA09G30380	Pa__MA_10431162g0010
OG0010574	CULA01G17510	MA_116906g0010	Cula__CULA01G17510	Pa__MA_116906g0010
OG0010578	CULA04G17650	MA_113784g0020	Cula__CULA04G17650	Pa__MA_113784g0020
OG0010579	CULA02G01410	MA_136047g0010	Cula__CULA02G01410	Pa__MA_136047g0010
OG0010580	CULA05G00250	MA_584406g0010	Cula__CULA05G00250	Pa__MA_584406g0010
OG0010582	CULA09G38020	MA_24329g0020	Cula__CULA09G38020	Pa__MA_24329g0020
OG0010583	CULA11G21590	MA_52004g0010	Cula__CULA11G21590	Pa__MA_52004g0010
OG0010587	CULA02G24390	MA_62309g0010	Cula__CULA02G24390	Pa__MA_62309g0010
OG0010595	CULASca28250.1	MA_8776836g0010	Cula__CULASca28250.1	Pa__MA_8776836g0010
OG0010597	CULA01G17450	MA_4993147g0010	Cula__CULA01G17450	Pa__MA_4993147g0010
OG0010598	CULA02G64700	MA_10430845g0010	Cula__CULA02G64700	Pa__MA_10430845g0010
OG0010603	CULA10G39380	MA_519482g0010	Cula__CULA10G39380	Pa__MA_519482g0010
OG0010604	CULA07G20160	MA_7115598g0010	Cula__CULA07G20160	Pa__MA_7115598g0010
OG0010607	CULA01G38160	MA_9077232g0010	Cula__CULA01G38160	Pa__MA_9077232g0010
OG0010608	CULA01G59200	MA_10431343g0010	Cula__CULA01G59200	Pa__MA_10431343g0010
OG0010616	CULA11G10330	MA_853979g0010	Cula__CULA11G10330	Pa__MA_853979g0010
OG0010618	CULA11G32740	MA_71513g0010	Cula__CULA11G32740	Pa__MA_71513g0010
OG0010619	CULA06G31510	MA_10435919g0010	Cula__CULA06G31510	Pa__MA_10435919g0010
OG0010622	CULA01G53550	MA_39589g0010	Cula__CULA01G53550	Pa__MA_39589g0010
OG0010623	CULA10G21300	MA_10432146g0010	Cula__CULA10G21300	Pa__MA_10432146g0010
OG0010624	CULA11G16720	MA_69727g0010	Cula__CULA11G16720	Pa__MA_69727g0010
OG0010625	CULA08G27100	MA_63231g0010	Cula__CULA08G27100	Pa__MA_63231g0010
OG0010627	CULA10G42440	MA_10428611g0010	Cula__CULA10G42440	Pa__MA_10428611g0010
OG0010628	CULA03G40950	MA_17958g0010	Cula__CULA03G40950	Pa__MA_17958g0010
OG0010629	CULA10G24290	MA_7703g0010	Cula__CULA10G24290	Pa__MA_7703g0010
OG0010631	CULA01G00220	MA_10434549g0010	Cula__CULA01G00220	Pa__MA_10434549g0010
OG0010639	CULA11G28250	MA_10203128g0010	Cula__CULA11G28250	Pa__MA_10203128g0010
OG0010641	CULA03G17450	MA_13167g0010	Cula__CULA03G17450	Pa__MA_13167g0010
OG0010644	CULA01G21070	MA_10426810g0010	Cula__CULA01G21070	Pa__MA_10426810g0010
OG0010649	CULA03G79470	MA_10430139g0010	Cula__CULA03G79470	Pa__MA_10430139g0010
OG0010656	CULA07G36150	MA_86421g0010	Cula__CULA07G36150	Pa__MA_86421g0010
OG0010658	CULA11G31360	MA_7892135g0010	Cula__CULA11G31360	Pa__MA_7892135g0010
OG0010660	CULA08G32620	MA_10429346g0010	Cula__CULA08G32620	Pa__MA_10429346g0010
OG0010664	CULA08G36680	MA_10426023g0010	Cula__CULA08G36680	Pa__MA_10426023g0010
OG0010665	CULA11G22230	MA_456304g0010	Cula__CULA11G22230	Pa__MA_456304g0010
OG0010667	CULA01G46810	MA_18999g0010	Cula__CULA01G46810	Pa__MA_18999g0010
OG0010668	CULA04G61000	MA_133206g0010	Cula__CULA04G61000	Pa__MA_133206g0010
OG0010669	CULA06G45190	MA_31451g0010	Cula__CULA06G45190	Pa__MA_31451g0010
OG0010670	CULA11G01950	MA_371g0020	Cula__CULA11G01950	Pa__MA_371g0020
OG0010672	CULA01G27630	MA_18293g0010	Cula__CULA01G27630	Pa__MA_18293g0010
OG0010673	CULA03G26880	MA_128912g0010	Cula__CULA03G26880	Pa__MA_128912g0010
OG0010676	CULA01G54510	MA_99004g0020	Cula__CULA01G54510	Pa__MA_99004g0020
OG0010680	CULA08G46430	MA_10431640g0010	Cula__CULA08G46430	Pa__MA_10431640g0010
OG0010684	CULA05G49870	MA_10432195g0020	Cula__CULA05G49870	Pa__MA_10432195g0020
OG0010688	CULA04G13800	MA_10433716g0020	Cula__CULA04G13800	Pa__MA_10433716g0020
OG0010697	CULA01G53670	MA_35027g0010	Cula__CULA01G53670	Pa__MA_35027g0010
OG0010699	CULA02G37770	MA_96860g0010	Cula__CULA02G37770	Pa__MA_96860g0010
OG0010705	CULA03G38440	MA_10426371g0010	Cula__CULA03G38440	Pa__MA_10426371g0010
OG0010706	CULA04G64920	MA_10435347g0010	Cula__CULA04G64920	Pa__MA_10435347g0010
OG0010710	CULA11G07390	MA_10259610g0010	Cula__CULA11G07390	Pa__MA_10259610g0010
OG0010711	CULA03G12650	MA_816764g0010	Cula__CULA03G12650	Pa__MA_816764g0010
OG0010712	CULA03G37150	MA_774352g0010	Cula__CULA03G37150	Pa__MA_774352g0010
OG0010715	CULA02G33070	MA_904218g0010	Cula__CULA02G33070	Pa__MA_904218g0010
OG0010716	CULA04G35280	MA_254258g0010	Cula__CULA04G35280	Pa__MA_254258g0010
OG0010718	CULA08G02090	MA_140607g0010	Cula__CULA08G02090	Pa__MA_140607g0010
OG0010722	CULA01G45110	MA_109428g0010	Cula__CULA01G45110	Pa__MA_109428g0010
OG0010728	CULA01G16410	MA_55917g0010	Cula__CULA01G16410	Pa__MA_55917g0010
OG0010735	CULA01G17410	MA_101861g0010	Cula__CULA01G17410	Pa__MA_101861g0010
OG0010736	CULA08G36640	MA_174203g0010	Cula__CULA08G36640	Pa__MA_174203g0010
OG0010738	CULA05G38930	MA_10436091g0010	Cula__CULA05G38930	Pa__MA_10436091g0010
OG0010740	CULA10G43210	MA_11993g0010	Cula__CULA10G43210	Pa__MA_11993g0010
OG0010742	CULA02G21200	MA_10434395g0010	Cula__CULA02G21200	Pa__MA_10434395g0010
OG0010744	CULA07G13070	MA_395770g0010	Cula__CULA07G13070	Pa__MA_395770g0010
OG0010745	CULA01G65530	MA_10428784g0010	Cula__CULA01G65530	Pa__MA_10428784g0010
OG0010747	CULA08G00570	MA_10432335g0010	Cula__CULA08G00570	Pa__MA_10432335g0010
OG0010757	CULA09G18370	MA_10437263g0010	Cula__CULA09G18370	Pa__MA_10437263g0010
OG0010758	CULA11G33380	MA_10435445g0010	Cula__CULA11G33380	Pa__MA_10435445g0010
OG0010759	CULA01G40620	MA_605391g0010	Cula__CULA01G40620	Pa__MA_605391g0010
OG0010761	CULA11G31020	MA_100379g0010	Cula__CULA11G31020	Pa__MA_100379g0010
OG0010762	CULA04G41790	MA_870096g0010	Cula__CULA04G41790	Pa__MA_870096g0010
OG0010768	CULA10G30040	MA_10427077g0010	Cula__CULA10G30040	Pa__MA_10427077g0010
OG0010771	CULA01G63730	MA_10428763g0010	Cula__CULA01G63730	Pa__MA_10428763g0010
OG0010772	CULA03G24770	MA_11516g0010	Cula__CULA03G24770	Pa__MA_11516g0010
OG0010774	CULA11G13040	MA_10430086g0010	Cula__CULA11G13040	Pa__MA_10430086g0010
OG0010775	CULA07G04090	MA_6947451g0010	Cula__CULA07G04090	Pa__MA_6947451g0010
OG0010776	CULA07G41190	MA_167176g0010	Cula__CULA07G41190	Pa__MA_167176g0010
OG0010777	CULASca67640.1	MA_10437082g0020	Cula__CULASca67640.1	Pa__MA_10437082g0020
OG0010779	CULA10G41490	MA_10431437g0010	Cula__CULA10G41490	Pa__MA_10431437g0010
OG0010780	CULA11G33960	MA_330945g0010	Cula__CULA11G33960	Pa__MA_330945g0010
OG0010781	CULA07G20240	MA_411882g0010	Cula__CULA07G20240	Pa__MA_411882g0010
OG0010784	CULA07G03850	MA_83892g0010	Cula__CULA07G03850	Pa__MA_83892g0010
OG0010785	CULA06G56320	MA_10432005g0010	Cula__CULA06G56320	Pa__MA_10432005g0010
OG0010789	CULA09G45380	MA_72487g0010	Cula__CULA09G45380	Pa__MA_72487g0010
OG0010792	CULA06G52000	MA_10214089g0010	Cula__CULA06G52000	Pa__MA_10214089g0010
OG0010794	CULA11G23610	MA_64080g0010	Cula__CULA11G23610	Pa__MA_64080g0010
OG0010797	CULA02G59110	MA_138177g0010	Cula__CULA02G59110	Pa__MA_138177g0010
OG0010801	CULA06G02780	MA_10436698g0010	Cula__CULA06G02780	Pa__MA_10436698g0010
OG0010802	CULA06G12070	MA_482245g0010	Cula__CULA06G12070	Pa__MA_482245g0010
OG0010803	CULA11G11880	MA_50216g0010	Cula__CULA11G11880	Pa__MA_50216g0010
OG0010804	CULA01G55020	MA_10427870g0010	Cula__CULA01G55020	Pa__MA_10427870g0010
OG0010810	CULA10G33090	MA_10431031g0010	Cula__CULA10G33090	Pa__MA_10431031g0010
OG0010813	CULA02G35840	MA_10434959g0010	Cula__CULA02G35840	Pa__MA_10434959g0010
OG0010815	CULA10G32860	MA_10427595g0010	Cula__CULA10G32860	Pa__MA_10427595g0010
OG0010816	CULA09G46030	MA_10433108g0010	Cula__CULA09G46030	Pa__MA_10433108g0010
OG0010818	CULA06G45240	MA_93348g0010	Cula__CULA06G45240	Pa__MA_93348g0010
OG0010819	CULA06G44880	MA_10435879g0010	Cula__CULA06G44880	Pa__MA_10435879g0010
OG0010821	CULA07G29810	MA_52027g0010	Cula__CULA07G29810	Pa__MA_52027g0010
OG0010822	CULA10G12210	MA_8519142g0010	Cula__CULA10G12210	Pa__MA_8519142g0010
OG0010823	CULA06G51870	MA_10428130g0010	Cula__CULA06G51870	Pa__MA_10428130g0010
OG0010826	CULA01G64240	MA_1914g0010	Cula__CULA01G64240	Pa__MA_1914g0010
OG0010827	CULA02G68830	MA_112226g0010	Cula__CULA02G68830	Pa__MA_112226g0010
OG0010828	CULA01G49470	MA_10435439g0010	Cula__CULA01G49470	Pa__MA_10435439g0010
OG0010829	CULA02G27500	MA_128169g0010	Cula__CULA02G27500	Pa__MA_128169g0010
OG0010832	CULA06G25090	MA_10434762g0010	Cula__CULA06G25090	Pa__MA_10434762g0010
OG0010834	CULA08G20280	MA_10426415g0010	Cula__CULA08G20280	Pa__MA_10426415g0010
OG0010839	CULA09G28730	MA_10429326g0010	Cula__CULA09G28730	Pa__MA_10429326g0010
OG0010841	CULA04G40330	MA_7952g0010	Cula__CULA04G40330	Pa__MA_7952g0010
OG0010842	CULA04G41040	MA_24621g0010	Cula__CULA04G41040	Pa__MA_24621g0010
OG0010847	CULA07G16190	MA_923209g0010	Cula__CULA07G16190	Pa__MA_923209g0010
OG0010848	CULA10G03030	MA_133089g0010	Cula__CULA10G03030	Pa__MA_133089g0010
OG0010849	CULA06G28290	MA_10428894g0010	Cula__CULA06G28290	Pa__MA_10428894g0010
OG0010851	CULA05G25900	MA_495832g0010	Cula__CULA05G25900	Pa__MA_495832g0010
OG0010854	CULA11G17980	MA_16148g0010	Cula__CULA11G17980	Pa__MA_16148g0010
OG0010855	CULA09G44410	MA_51690g0010	Cula__CULA09G44410	Pa__MA_51690g0010
OG0010856	CULA09G36100	MA_10436165g0010	Cula__CULA09G36100	Pa__MA_10436165g0010
OG0010857	CULA03G78790	MA_91773g0010	Cula__CULA03G78790	Pa__MA_91773g0010
OG0010860	CULA05G23880	MA_9143g0010	Cula__CULA05G23880	Pa__MA_9143g0010
OG0010863	CULA05G00960	MA_54900g0010	Cula__CULA05G00960	Pa__MA_54900g0010
OG0010866	CULA09G44800	MA_10432325g0010	Cula__CULA09G44800	Pa__MA_10432325g0010
OG0010868	CULA04G03750	MA_94884g0010	Cula__CULA04G03750	Pa__MA_94884g0010
OG0010869	CULA07G39520	MA_500770g0010	Cula__CULA07G39520	Pa__MA_500770g0010
OG0010870	CULA01G75030	MA_10426556g0010	Cula__CULA01G75030	Pa__MA_10426556g0010
OG0010871	CULA04G59420	MA_267129g0010	Cula__CULA04G59420	Pa__MA_267129g0010
OG0010873	CULA03G32980	MA_10432150g0010	Cula__CULA03G32980	Pa__MA_10432150g0010
OG0010875	CULA07G10760	MA_325437g0010	Cula__CULA07G10760	Pa__MA_325437g0010
OG0010878	CULA01G82000	MA_10425957g0010	Cula__CULA01G82000	Pa__MA_10425957g0010
OG0010883	CULA01G85600	MA_186354g0020	Cula__CULA01G85600	Pa__MA_186354g0020
OG0010884	CULA05G52110	MA_172105g0010	Cula__CULA05G52110	Pa__MA_172105g0010
OG0010885	CULA05G52470	MA_10436969g0010	Cula__CULA05G52470	Pa__MA_10436969g0010
OG0010887	CULA04G59670	MA_35043g0010	Cula__CULA04G59670	Pa__MA_35043g0010
OG0010890	CULA05G00130	MA_540111g0010	Cula__CULA05G00130	Pa__MA_540111g0010
OG0010892	CULA03G63830	MA_10426931g0010	Cula__CULA03G63830	Pa__MA_10426931g0010
OG0010893	CULA01G89760	MA_10436576g0010	Cula__CULA01G89760	Pa__MA_10436576g0010
OG0010897	CULA08G42740	MA_10433226g0010	Cula__CULA08G42740	Pa__MA_10433226g0010
OG0010898	CULA09G04670	MA_10427237g0020	Cula__CULA09G04670	Pa__MA_10427237g0020
OG0010899	CULA08G17170	MA_55048g0010	Cula__CULA08G17170	Pa__MA_55048g0010
OG0010902	CULA09G23220	MA_11912g0010	Cula__CULA09G23220	Pa__MA_11912g0010
OG0010906	CULA06G21890	MA_4570709g0010	Cula__CULA06G21890	Pa__MA_4570709g0010
OG0010910	CULA09G34740	MA_128872g0030	Cula__CULA09G34740	Pa__MA_128872g0030
OG0010911	CULA04G01350	MA_10427013g0010	Cula__CULA04G01350	Pa__MA_10427013g0010
OG0010912	CULA11G15300	MA_10436151g0010	Cula__CULA11G15300	Pa__MA_10436151g0010
OG0010913	CULA10G12780	MA_10431080g0010	Cula__CULA10G12780	Pa__MA_10431080g0010
OG0010914	CULA01G00810	MA_105123g0010	Cula__CULA01G00810	Pa__MA_105123g0010
OG0010919	CULA02G39950	MA_89177g0010	Cula__CULA02G39950	Pa__MA_89177g0010
OG0010921	CULA02G55180	MA_787g0010	Cula__CULA02G55180	Pa__MA_787g0010
OG0010922	CULA02G64760	MA_180857g0010	Cula__CULA02G64760	Pa__MA_180857g0010
OG0010923	CULA01G63820	MA_120170g0010	Cula__CULA01G63820	Pa__MA_120170g0010
OG0010925	CULA02G61330	MA_10429734g0010	Cula__CULA02G61330	Pa__MA_10429734g0010
OG0010927	CULA11G11060	MA_10435430g0020	Cula__CULA11G11060	Pa__MA_10435430g0020
OG0010928	CULA03G76360	MA_9089g0010	Cula__CULA03G76360	Pa__MA_9089g0010
OG0010932	CULA11G33790	MA_10434660g0010	Cula__CULA11G33790	Pa__MA_10434660g0010
OG0010935	CULA01G35800	MA_516941g0010	Cula__CULA01G35800	Pa__MA_516941g0010
OG0010936	CULA09G28900	MA_90733g0020	Cula__CULA09G28900	Pa__MA_90733g0020
OG0010940	CULA04G38380	MA_441865g0010	Cula__CULA04G38380	Pa__MA_441865g0010
OG0010941	CULA01G16460	MA_184421g0010	Cula__CULA01G16460	Pa__MA_184421g0010
OG0010945	CULA03G63090	MA_782432g0010	Cula__CULA03G63090	Pa__MA_782432g0010
OG0010949	CULA01G08210	MA_10436766g0010	Cula__CULA01G08210	Pa__MA_10436766g0010
OG0010950	CULA05G47980	MA_86737g0010	Cula__CULA05G47980	Pa__MA_86737g0010
OG0010955	CULA01G50610	MA_137894g0010	Cula__CULA01G50610	Pa__MA_137894g0010
OG0010960	CULA07G53450	MA_8286794g0010	Cula__CULA07G53450	Pa__MA_8286794g0010
OG0010961	CULA09G13611	MA_10427896g0020	Cula__CULA09G13611	Pa__MA_10427896g0020
OG0010965	CULA09G25720	MA_6707682g0010	Cula__CULA09G25720	Pa__MA_6707682g0010
OG0010966	CULA04G00620	MA_703456g0010	Cula__CULA04G00620	Pa__MA_703456g0010
OG0010967	CULA08G11650	MA_764636g0010	Cula__CULA08G11650	Pa__MA_764636g0010
OG0010968	CULA10G17640	MA_10761g0010	Cula__CULA10G17640	Pa__MA_10761g0010
OG0010969	CULA08G48790	MA_82169g0010	Cula__CULA08G48790	Pa__MA_82169g0010
OG0010972	CULA07G44190	MA_57244g0010	Cula__CULA07G44190	Pa__MA_57244g0010
OG0010977	CULA02G42290	MA_37826g0010	Cula__CULA02G42290	Pa__MA_37826g0010
OG0010979	CULA05G05110	MA_290265g0010	Cula__CULA05G05110	Pa__MA_290265g0010
OG0010981	CULA04G58740	MA_10272168g0010	Cula__CULA04G58740	Pa__MA_10272168g0010
OG0010982	CULA01G89720	MA_89112g0010	Cula__CULA01G89720	Pa__MA_89112g0010
OG0010983	CULA01G13290	MA_10430174g0010	Cula__CULA01G13290	Pa__MA_10430174g0010
OG0010985	CULA03G12900	MA_115530g0010	Cula__CULA03G12900	Pa__MA_115530g0010
OG0010986	CULA03G16740	MA_118719g0010	Cula__CULA03G16740	Pa__MA_118719g0010
OG0010987	CULA03G31480	MA_429236g0010	Cula__CULA03G31480	Pa__MA_429236g0010
OG0010989	CULA01G42920	MA_10431349g0010	Cula__CULA01G42920	Pa__MA_10431349g0010
OG0010992	CULA07G10550	MA_6251358g0010	Cula__CULA07G10550	Pa__MA_6251358g0010
OG0010997	CULA06G33420	MA_90669g0010	Cula__CULA06G33420	Pa__MA_90669g0010
OG0010998	CULA02G71960	MA_10074020g0010	Cula__CULA02G71960	Pa__MA_10074020g0010
OG0011001	CULA01G55000	MA_10430315g0010	Cula__CULA01G55000	Pa__MA_10430315g0010
OG0011003	CULA03G51250	MA_38616g0010	Cula__CULA03G51250	Pa__MA_38616g0010
OG0011004	CULA09G28400	MA_622g0020	Cula__CULA09G28400	Pa__MA_622g0020
OG0011006	CULA10G27930	MA_915225g0010	Cula__CULA10G27930	Pa__MA_915225g0010
OG0011007	CULA07G01840	MA_36129g0010	Cula__CULA07G01840	Pa__MA_36129g0010
OG0011011	CULA01G00330	MA_10431760g0010	Cula__CULA01G00330	Pa__MA_10431760g0010
OG0011012	CULA09G43720	MA_10426350g0030	Cula__CULA09G43720	Pa__MA_10426350g0030
OG0011015	CULA08G31480	MA_116510g0010	Cula__CULA08G31480	Pa__MA_116510g0010
OG0011016	CULA10G46490	MA_95157g0010	Cula__CULA10G46490	Pa__MA_95157g0010
OG0011020	CULA09G25510	MA_32163g0010	Cula__CULA09G25510	Pa__MA_32163g0010
OG0011024	CULA05G23640	MA_793696g0010	Cula__CULA05G23640	Pa__MA_793696g0010
OG0011025	CULA05G07200	MA_38821g0010	Cula__CULA05G07200	Pa__MA_38821g0010
OG0011027	CULA05G47520	MA_125554g0010	Cula__CULA05G47520	Pa__MA_125554g0010
OG0011028	CULA03G73910	MA_80818g0010	Cula__CULA03G73910	Pa__MA_80818g0010
OG0011032	CULA09G26710	MA_158671g0010	Cula__CULA09G26710	Pa__MA_158671g0010
OG0011036	CULA11G16880	MA_118076g0010	Cula__CULA11G16880	Pa__MA_118076g0010
OG0011038	CULA09G18360	MA_164991g0010	Cula__CULA09G18360	Pa__MA_164991g0010
OG0011040	CULA01G16500	MA_184421g0020	Cula__CULA01G16500	Pa__MA_184421g0020
OG0011043	CULA03G79180	MA_136320g0010	Cula__CULA03G79180	Pa__MA_136320g0010
OG0011046	CULA11G29670	MA_77849g0010	Cula__CULA11G29670	Pa__MA_77849g0010
OG0011047	CULA10G10310	MA_10436469g0010	Cula__CULA10G10310	Pa__MA_10436469g0010
OG0011048	CULA10G10360	MA_491453g0010	Cula__CULA10G10360	Pa__MA_491453g0010
OG0011049	CULA09G27330	MA_7931826g0010	Cula__CULA09G27330	Pa__MA_7931826g0010
OG0011051	CULA09G08640	MA_10429276g0020	Cula__CULA09G08640	Pa__MA_10429276g0020
OG0011053	CULA04G26270	MA_41617g0010	Cula__CULA04G26270	Pa__MA_41617g0010
OG0011055	CULA08G06190	MA_10433314g0010	Cula__CULA08G06190	Pa__MA_10433314g0010
OG0011058	CULA05G31600	MA_475630g0010	Cula__CULA05G31600	Pa__MA_475630g0010
OG0011061	CULA05G38980	MA_229452g0010	Cula__CULA05G38980	Pa__MA_229452g0010
OG0011063	CULA07G27890	MA_8946476g0010	Cula__CULA07G27890	Pa__MA_8946476g0010
OG0011064	CULA03G34360	MA_10430889g0010	Cula__CULA03G34360	Pa__MA_10430889g0010
OG0011067	CULA05G03850	MA_95955g0010	Cula__CULA05G03850	Pa__MA_95955g0010
OG0011069	CULA04G59240	MA_10429386g0010	Cula__CULA04G59240	Pa__MA_10429386g0010
OG0011070	CULA03G30000	MA_10437279g0010	Cula__CULA03G30000	Pa__MA_10437279g0010
OG0011073	CULA06G23210	MA_10427465g0010	Cula__CULA06G23210	Pa__MA_10427465g0010
OG0011075	CULA11G05640	MA_82347g0010	Cula__CULA11G05640	Pa__MA_82347g0010
OG0011076	CULA07G03700	MA_10437188g0010	Cula__CULA07G03700	Pa__MA_10437188g0010
OG0011077	CULA03G17050	MA_409389g0010	Cula__CULA03G17050	Pa__MA_409389g0010
OG0011079	CULA03G07640	MA_23951g0020	Cula__CULA03G07640	Pa__MA_23951g0020
OG0011082	CULA03G03420	MA_10435296g0010	Cula__CULA03G03420	Pa__MA_10435296g0010
OG0011085	CULA03G70010	MA_10433395g0010	Cula__CULA03G70010	Pa__MA_10433395g0010
OG0011087	CULA06G41240	MA_46631g0010	Cula__CULA06G41240	Pa__MA_46631g0010
OG0011096	CULA05G47000	MA_105327g0010	Cula__CULA05G47000	Pa__MA_105327g0010
OG0011098	CULA05G45860	MA_10435406g0010	Cula__CULA05G45860	Pa__MA_10435406g0010
OG0011099	CULA02G27700	MA_96803g0010	Cula__CULA02G27700	Pa__MA_96803g0010
OG0011102	CULA02G43930	MA_127632g0010	Cula__CULA02G43930	Pa__MA_127632g0010
OG0011103	CULA02G58600	MA_10434007g0010	Cula__CULA02G58600	Pa__MA_10434007g0010
OG0011107	CULA10G19340	MA_9978436g0010	Cula__CULA10G19340	Pa__MA_9978436g0010
OG0011108	CULA02G06200	MA_115738g0010	Cula__CULA02G06200	Pa__MA_115738g0010
OG0011109	CULA03G71700	MA_10436171g0010	Cula__CULA03G71700	Pa__MA_10436171g0010
OG0011111	CULA01G82600	MA_10432966g0010	Cula__CULA01G82600	Pa__MA_10432966g0010
OG0011112	CULA09G04330	MA_174842g0010	Cula__CULA09G04330	Pa__MA_174842g0010
OG0011113	CULA09G06500	MA_10176720g0010	Cula__CULA09G06500	Pa__MA_10176720g0010
OG0011114	CULA08G47380	MA_10437251g0020	Cula__CULA08G47380	Pa__MA_10437251g0020
OG0011116	CULA06G25860	MA_65739g0010	Cula__CULA06G25860	Pa__MA_65739g0010
OG0011119	CULA03G39380	MA_100129g0010	Cula__CULA03G39380	Pa__MA_100129g0010
OG0011120	CULA05G41360	MA_114154g0010	Cula__CULA05G41360	Pa__MA_114154g0010
OG0011121	CULA09G39400	MA_766311g0010	Cula__CULA09G39400	Pa__MA_766311g0010
OG0011128	CULA03G20180	MA_10379814g0010	Cula__CULA03G20180	Pa__MA_10379814g0010
OG0011131	CULA07G50350	MA_10164994g0010	Cula__CULA07G50350	Pa__MA_10164994g0010
OG0011132	CULA09G16570	MA_10433575g0010	Cula__CULA09G16570	Pa__MA_10433575g0010
OG0011133	CULA01G48520	MA_140582g0010	Cula__CULA01G48520	Pa__MA_140582g0010
OG0011135	CULA06G19460	MA_10432529g0010	Cula__CULA06G19460	Pa__MA_10432529g0010
OG0011138	CULA01G43440	MA_15334g0010	Cula__CULA01G43440	Pa__MA_15334g0010
OG0011142	CULA05G23690	MA_10437033g0010	Cula__CULA05G23690	Pa__MA_10437033g0010
OG0011146	CULA11G25190	MA_127776g0010	Cula__CULA11G25190	Pa__MA_127776g0010
OG0011147	CULA01G62270	MA_4464g0010	Cula__CULA01G62270	Pa__MA_4464g0010
OG0011149	CULA07G12430	MA_16172g0010	Cula__CULA07G12430	Pa__MA_16172g0010
OG0011150	CULA04G20080	MA_943933g0010	Cula__CULA04G20080	Pa__MA_943933g0010
OG0011152	CULA01G51620	MA_129211g0010	Cula__CULA01G51620	Pa__MA_129211g0010
OG0011153	CULA09G36030	MA_174556g0010	Cula__CULA09G36030	Pa__MA_174556g0010
OG0011154	CULA09G39070	MA_10435528g0010	Cula__CULA09G39070	Pa__MA_10435528g0010
OG0011155	CULA08G31690	MA_65259g0010	Cula__CULA08G31690	Pa__MA_65259g0010
OG0011158	CULA11G12960	MA_10279758g0010	Cula__CULA11G12960	Pa__MA_10279758g0010
OG0011164	CULA02G68540	MA_10436923g0010	Cula__CULA02G68540	Pa__MA_10436923g0010
OG0011165	CULA06G40240	MA_10436760g0010	Cula__CULA06G40240	Pa__MA_10436760g0010
OG0011169	CULA04G45410	MA_48250g0010	Cula__CULA04G45410	Pa__MA_48250g0010
OG0011176	CULA01G47420	MA_10429426g0010	Cula__CULA01G47420	Pa__MA_10429426g0010
OG0011182	CULA04G23040	MA_3259g0010	Cula__CULA04G23040	Pa__MA_3259g0010
OG0011183	CULA08G00110	MA_835132g0010	Cula__CULA08G00110	Pa__MA_835132g0010
OG0011186	CULA01G43830	MA_10433734g0010	Cula__CULA01G43830	Pa__MA_10433734g0010
OG0011187	CULA03G34550	MA_54338g0010	Cula__CULA03G34550	Pa__MA_54338g0010
OG0011190	CULA10G12660	MA_2494g0010	Cula__CULA10G12660	Pa__MA_2494g0010
OG0011192	CULA07G33300	MA_14942g0010	Cula__CULA07G33300	Pa__MA_14942g0010
OG0011193	CULA01G46140	MA_413765g0010	Cula__CULA01G46140	Pa__MA_413765g0010
OG0011197	CULA09G26310	MA_840378g0010	Cula__CULA09G26310	Pa__MA_840378g0010
OG0011199	CULA09G06760	MA_10434001g0010	Cula__CULA09G06760	Pa__MA_10434001g0010
OG0011200	CULA01G26350	MA_212555g0010	Cula__CULA01G26350	Pa__MA_212555g0010
OG0011202	CULA09G20710	MA_442304g0010	Cula__CULA09G20710	Pa__MA_442304g0010
OG0011203	CULA01G63500	MA_386726g0010	Cula__CULA01G63500	Pa__MA_386726g0010
OG0011204	CULA07G41870	MA_897653g0010	Cula__CULA07G41870	Pa__MA_897653g0010
OG0011206	CULA06G36620	MA_10436952g0010	Cula__CULA06G36620	Pa__MA_10436952g0010
OG0011207	CULA07G50580	MA_46507g0010	Cula__CULA07G50580	Pa__MA_46507g0010
OG0011208	CULA01G43490	MA_44874g0010	Cula__CULA01G43490	Pa__MA_44874g0010
OG0011212	CULA02G41660	MA_98251g0010	Cula__CULA02G41660	Pa__MA_98251g0010
OG0011220	CULA09G02030	MA_875075g0010	Cula__CULA09G02030	Pa__MA_875075g0010
OG0011222	CULA04G01060	MA_46622g0010	Cula__CULA04G01060	Pa__MA_46622g0010
OG0011225	CULA11G15880	MA_37406g0010	Cula__CULA11G15880	Pa__MA_37406g0010
OG0011229	CULA04G45670	MA_10429532g0010	Cula__CULA04G45670	Pa__MA_10429532g0010
